t,robot_id,target_future_conflict,state_AVAILABLE,state_IN_PROGRESS,is_carrying,x_norm,y_norm,local_density_3_smooth,local_density_5_smooth,density_3_zscore,density_3_peak,density_3_accel,density_5_zscore,density_5_peak,density_5_accel,steps_stationary,stationary_ratio,neighbour_static_count,density_3_delta,density_5_delta,density_spread,density_3_lag_1,density_5_lag_1,density_3_lag_2,density_5_lag_2,density_3_lag_3,density_5_lag_3
93,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,92,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,93,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,94,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,95,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,96,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,97,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,98,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,99,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,101,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,102,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,103,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,104,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,105,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,106,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,107,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,108,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,109,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,110,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,111,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,112,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,113,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,114,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,115,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,116,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,117,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,118,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,119,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,120,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,24,0.0,0,1,1,0.13636363636363635,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,121,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,25,1.0,1,0,1,0.18181818181818182,1.0,6.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2,25,1.0,1,0,1,0.18181818181818182,1.0,6.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,1,0.5,43,0.0,0.0,1.3333333333333333,6.0,8.0,0.0,0.0,0.0,0.0
3,25,1.0,1,0,1,0.18181818181818182,1.0,6.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,2,0.6666666666666666,43,0.0,0.0,1.3333333333333333,6.0,8.0,6.0,8.0,0.0,0.0
4,25,1.0,0,1,1,0.18181818181818182,1.0,6.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,3,0.75,43,0.0,0.0,1.3333333333333333,6.0,8.0,6.0,8.0,6.0,8.0
5,25,1.0,0,1,1,0.18181818181818182,1.0,6.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,4,0.8,43,0.0,0.0,1.3333333333333333,6.0,8.0,6.0,8.0,6.0,8.0
6,25,1.0,0,1,1,0.18181818181818182,1.0,5.8,8.0,-1.4619519810524544,6.0,0.0,0.0,8.0,0.0,5,1.0,25,-1.0,0.0,1.6,6.0,8.0,6.0,8.0,6.0,8.0
7,25,1.0,0,1,1,0.18181818181818182,1.0,5.2,8.0,-1.5671296202894471,6.0,0.0,0.0,8.0,0.0,6,1.0,25,-3.0,0.0,2.6666666666666665,5.0,8.0,6.0,8.0,6.0,8.0
8,25,1.0,0,1,1,0.18181818181818182,1.0,4.4,7.6,-1.2522238631916074,6.0,0.0,-1.6089664627846396,8.0,0.0,7,1.0,26,-4.0,-2.0,3.0,3.0,8.0,5.0,8.0,6.0,8.0
9,25,1.0,0,1,1,0.18181818181818182,1.0,3.6,6.8,-0.8348159087944048,6.0,0.0,-1.4823800218180343,8.0,0.0,8,1.0,25,-4.0,-4.0,2.0,2.0,6.0,3.0,8.0,5.0,8.0
10,25,1.0,0,1,1,0.18181818181818182,1.0,2.8,6.0,-0.5698653164688896,5.0,0.0,-0.9523809523809526,8.0,0.0,9,1.0,25,-4.0,-4.0,2.0,2.0,4.0,2.0,6.0,3.0,8.0
11,25,1.0,0,1,1,0.18181818181818182,1.0,2.2,5.6,-0.36548799526311343,3.0,-2.0,0.22556559900618678,8.0,-2.0,10,1.0,27,-3.0,-2.0,3.0,2.0,4.0,2.0,4.0,2.0,6.0
12,25,1.0,0,1,1,0.18181818181818182,1.0,2.0,5.0,0.0,2.0,2.0,0.0,6.0,-3.0,11,1.0,33,-1.0,-3.0,2.5,2.0,6.0,2.0,4.0,2.0,4.0
13,25,1.0,0,1,1,0.18181818181818182,1.0,2.0,4.8,0.0,2.0,4.0,0.2135246453721962,6.0,1.0,12,1.0,30,0.0,-1.0,2.5,2.0,5.0,2.0,6.0,2.0,4.0
14,25,1.0,0,1,1,0.18181818181818182,1.0,2.0,4.8,0.0,2.0,4.0,-0.8540985814887839,6.0,4.0,13,1.0,25,0.0,0.0,2.0,2.0,5.0,2.0,5.0,2.0,6.0
15,25,1.0,0,1,1,0.18181818181818182,1.0,1.8,4.4,-1.4619519810524546,2.0,3.0,-1.4846201804125525,6.0,2.0,14,1.0,28,-1.0,-2.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0
16,25,1.0,0,1,1,0.18181818181818182,1.0,1.6,3.6,-0.9263225327693093,2.0,2.0,-0.9897467869417016,5.0,-2.0,15,1.0,28,-1.0,-4.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0
17,25,1.0,0,1,1,0.18181818181818182,1.0,1.4,2.8,-0.6175483551795393,2.0,0.0,-1.032602903541969,5.0,-1.0,16,1.0,28,-1.0,-4.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0
18,25,1.0,0,1,1,0.18181818181818182,1.0,1.2,2.0,-0.36548799526311354,2.0,-1.0,-0.7548623297930129,4.0,-3.0,17,1.0,29,-1.0,-4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
19,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.4,0.0,1.0,-1.0,-0.6175483551795401,2.0,-3.0,18,1.0,33,-1.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
20,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.2,0.0,1.0,1.0,-0.36548799526311426,2.0,1.0,19,1.0,32,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,20,1.0,32,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,21,1.0,33,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,22,1.0,34,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,23,1.0,34,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24,1.0,32,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25,1.0,35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,26,1.0,36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,27,1.0,34,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,28,1.0,33,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,29,1.0,35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30,1.0,36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31,1.0,37,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32,1.0,39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33,1.0,39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,34,1.0,38,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,35,1.0,38,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36,1.0,39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,37,1.0,38,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,38,1.0,38,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,39,1.0,40,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,41,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,42,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,43,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,44,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,46,1.0,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,47,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,48,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,49,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,51,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52,1.0,42,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,53,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,54,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,56,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,58,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,59,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,60,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,61,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,62,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,63,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,64,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,65,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,66,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,67,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,69,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,70,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,71,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,72,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,73,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,74,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,75,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,76,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,77,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,78,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,79,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,80,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,81,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,82,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,83,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,84,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,85,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,86,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,87,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,88,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,89,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,92,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,93,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,94,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,95,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,96,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,97,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,98,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,99,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,25,1.0,0,1,1,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100,1.0,43,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
