t,robot_id,target_future_conflict,state_AVAILABLE,state_IN_PROGRESS,is_carrying,x_norm,y_norm,local_density_3_smooth,local_density_5_smooth,density_3_zscore,density_3_peak,density_3_accel,density_5_zscore,density_5_peak,density_5_accel,steps_stationary,stationary_ratio,neighbour_static_count,density_3_delta,density_5_delta,density_spread,density_3_lag_1,density_5_lag_1,density_3_lag_2,density_5_lag_2,density_3_lag_3,density_5_lag_3
121,0,0.0,0,1,1,0.045454545454545456,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,120,1.0,43,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
122,0,0.0,0,1,1,0.045454545454545456,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,121,1.0,43,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
1,1,0.0,1,0,1,0.09090909090909091,0.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,0,0.0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.0,1,0,1,0.09090909090909091,0.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,1,0.5,43,0.0,0.0,1.5,4.0,6.0,0.0,0.0,0.0,0.0
3,1,0.0,1,0,1,0.09090909090909091,0.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,2,0.6666666666666666,43,0.0,0.0,1.5,4.0,6.0,4.0,6.0,0.0,0.0
4,1,0.0,0,1,1,0.09090909090909091,0.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,3,0.75,43,0.0,0.0,1.5,4.0,6.0,4.0,6.0,4.0,6.0
5,1,0.0,0,1,1,0.09090909090909091,0.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,4,0.8,43,0.0,0.0,1.5,4.0,6.0,4.0,6.0,4.0,6.0
6,1,0.0,0,1,1,0.09090909090909091,0.047619047619047616,4.0,5.8,0.0,4.0,0.0,-1.4619519810524544,6.0,0.0,0,0.8,26,0.0,-1.0,1.25,4.0,6.0,4.0,6.0,4.0,6.0
7,1,0.0,0,1,1,0.09090909090909091,0.09523809523809523,4.0,5.6,0.0,4.0,0.0,-0.9263225327693089,6.0,0.0,0,0.6,26,0.0,-1.0,1.25,4.0,5.0,4.0,6.0,4.0,6.0
8,1,0.0,0,1,1,0.09090909090909091,0.14285714285714285,3.2,5.4,-1.6941485963634677,4.0,0.0,-0.6175483551795402,6.0,0.0,0,0.4,27,-4.0,-1.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0
9,1,0.0,0,1,1,0.09090909090909091,0.19047619047619047,2.4,5.0,-1.0476276726617109,4.0,0.0,-1.2389934309929542,6.0,0.0,0,0.2,26,-4.0,-2.0,4.0,0.0,5.0,4.0,5.0,4.0,5.0
10,1,0.0,0,1,1,0.09090909090909091,0.23809523809523808,1.6,4.2,-0.6984184484411405,4.0,0.0,-1.5671296202894471,5.0,0.0,0,0.0,26,-4.0,-4.0,2.0,0.0,4.0,0.0,5.0,4.0,5.0
11,1,0.0,0,1,1,0.09090909090909091,0.2857142857142857,0.8,3.6,-0.4235371490908669,4.0,-4.0,-0.9897467869417014,5.0,-2.0,0,0.0,28,-4.0,-3.0,2.0,0.0,2.0,0.0,4.0,0.0,5.0
12,1,0.0,0,1,1,0.09090909090909091,0.3333333333333333,0.0,2.8,0.0,0.0,-4.0,-1.032602903541969,5.0,-3.0,0,0.0,34,-4.0,-4.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0
13,1,0.0,0,1,1,0.13636363636363635,0.3333333333333333,0.0,2.2,0.0,0.0,4.0,-0.16730170000173666,4.0,-2.0,0,0.0,31,0.0,-3.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0
14,1,0.0,0,1,1,0.18181818181818182,0.3333333333333333,0.2,2.0,1.4619519810524546,1.0,5.0,1.2389934309929542,3.0,1.0,0,0.0,26,1.0,-1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0
15,1,0.0,0,1,1,0.18181818181818182,0.3333333333333333,0.4,2.2,0.9263225327693092,1.0,5.0,0.854098581488783,3.0,5.0,1,0.2,28,1.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0
16,1,0.0,0,1,1,0.18181818181818182,0.3333333333333333,0.6,2.4,0.6175483551795395,1.0,5.0,0.6033624235442401,3.0,4.0,2,0.4,28,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0
17,1,0.0,0,1,1,0.13636363636363635,0.3333333333333333,0.8,2.8,0.36548799526311354,1.0,5.0,0.3654879952631139,3.0,6.0,0,0.4,29,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
18,1,0.0,0,1,1,0.09090909090909091,0.3333333333333333,1.0,2.8,0.0,1.0,1.0,-1.4619519810524544,3.0,3.0,0,0.4,30,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0
19,1,0.0,0,1,1,0.09090909090909091,0.38095238095238093,0.8,2.6,-1.4619519810524546,1.0,-2.0,-0.9263225327693094,3.0,0.0,0,0.4,34,-1.0,-1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0
20,1,0.0,0,1,1,0.09090909090909091,0.42857142857142855,0.6,2.4,-0.9263225327693092,1.0,-2.0,-0.6175483551795394,3.0,-2.0,0,0.2,33,-1.0,-1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0
21,1,0.0,0,1,1,0.09090909090909091,0.47619047619047616,0.4,2.6,-0.6175483551795395,1.0,-2.0,1.4078456549365599,4.0,0.0,0,0.0,33,-1.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0
22,1,0.0,0,1,1,0.09090909090909091,0.5238095238095238,0.2,2.8,-0.36548799526311365,1.0,-2.0,1.0038102000104192,4.0,-1.0,0,0.0,34,-1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0
23,1,0.0,0,1,1,0.09090909090909091,0.5714285714285714,0.0,2.6,0.0,0.0,-2.0,-1.1098465130725128,4.0,-1.0,0,0.0,35,-1.0,-1.0,1.0,0.0,4.0,0.0,4.0,0.0,2.0
24,1,0.0,0,1,1,0.13636363636363635,0.5714285714285714,0.0,2.4,0.0,0.0,1.0,-0.8660284385739887,4.0,0.0,0,0.0,35,0.0,-1.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0
25,1,0.0,0,1,1,0.13636363636363635,0.5714285714285714,0.2,2.2,1.4619519810524546,1.0,2.0,-0.6884019356946461,4.0,0.0,1,0.2,32,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0
26,1,0.0,0,1,1,0.13636363636363635,0.5714285714285714,0.4,1.6,0.9263225327693092,1.0,2.0,-0.4161924424021924,4.0,-4.0,2,0.4,35,1.0,-3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
27,1,0.0,0,1,1,0.09090909090909091,0.5714285714285714,0.4,1.0,-0.6175483551795395,1.0,1.0,0.0,1.0,-4.0,0,0.4,37,0.0,-3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
28,1,0.0,0,1,1,0.09090909090909091,0.5238095238095238,0.6,1.2,0.6175483551795395,1.0,2.0,1.4619519810524546,2.0,2.0,0,0.4,35,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
29,1,0.0,0,1,1,0.09090909090909091,0.47619047619047616,0.8,1.6,0.36548799526311354,1.0,1.0,1.4078456549365597,3.0,3.0,0,0.4,34,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0
30,1,0.0,0,1,1,0.09090909090909091,0.42857142857142855,0.8,2.2,0.36548799526311354,1.0,-1.0,1.2821969620550018,4.0,4.0,0,0.2,36,0.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,1.0
31,1,0.0,0,1,1,0.09090909090909091,0.38095238095238093,0.8,2.6,0.36548799526311354,1.0,-1.0,0.3225350155346164,4.0,5.0,0,0.0,37,0.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0
32,1,0.0,0,1,1,0.09090909090909091,0.3333333333333333,1.2,2.8,1.4619519810524546,2.0,2.0,-0.8540985814887834,4.0,4.0,0,0.0,38,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0
33,1,0.0,0,1,1,0.09090909090909091,0.2857142857142857,1.2,2.8,-0.36548799526311354,2.0,-1.0,-0.8540985814887834,4.0,-1.0,0,0.0,40,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0
34,1,0.0,0,1,1,0.09090909090909091,0.23809523809523808,1.2,2.6,-0.36548799526311354,2.0,-1.0,-0.6033624235442402,4.0,-3.0,0,0.0,40,0.0,-1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0
35,1,0.0,0,1,1,0.09090909090909091,0.19047619047619047,1.2,2.2,-0.36548799526311354,2.0,0.0,-0.36548799526311415,3.0,-5.0,0,0.0,39,0.0,-2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
36,1,0.0,0,1,1,0.09090909090909091,0.14285714285714285,1.2,2.2,-0.36548799526311354,2.0,0.0,1.4619519810524544,3.0,-2.0,0,0.0,39,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
37,1,0.0,0,1,1,0.09090909090909091,0.09523809523809523,1.2,2.4,1.4619519810524546,2.0,-2.0,0.9263225327693094,3.0,0.0,0,0.0,40,0.0,1.0,1.5,1.0,3.0,1.0,2.0,1.0,2.0
38,1,0.0,0,1,1,0.09090909090909091,0.047619047619047616,1.6,2.6,1.4078456549365597,3.0,2.0,0.6175483551795394,3.0,1.0,0,0.0,39,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0
39,1,0.0,0,1,1,0.09090909090909091,0.0,2.0,3.0,0.9090909090909092,3.0,2.0,1.2389934309929542,4.0,3.0,0,0.0,39,2.0,2.0,1.3333333333333333,3.0,3.0,2.0,3.0,1.0,3.0
40,1,0.0,0,1,1,0.09090909090909091,0.0,2.4,3.4,0.6033624235442401,3.0,2.0,0.9263225327693094,4.0,4.0,1,0.2,40,2.0,2.0,1.3333333333333333,3.0,4.0,3.0,3.0,2.0,3.0
41,1,0.0,0,1,1,0.09090909090909091,0.0,2.8,3.6,0.36548799526311393,3.0,2.0,0.6175483551795394,4.0,1.0,2,0.4,41,2.0,1.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,3.0
42,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,3.8,0.0,3.0,1.0,0.365487995263114,4.0,0.0,3,0.6,41,1.0,1.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
43,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,-2.0,0.0,4.0,0.0,4,0.8,41,0.0,1.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
44,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,-2.0,0.0,4.0,-2.0,5,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
45,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,-2.0,0.0,4.0,-2.0,6,1.0,41,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
46,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,-2.0,0.0,4.0,-1.0,7,1.0,41,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
47,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,-1.0,0.0,4.0,-1.0,8,1.0,41,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
48,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,-1.0,9,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
49,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,10,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
50,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,11,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
51,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,12,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
52,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,13,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
53,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,14,1.0,42,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
54,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,15,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
55,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,16,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
56,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,17,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
57,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,18,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
58,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,19,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
59,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,20,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
60,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,21,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
61,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,22,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
62,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,23,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
63,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,24,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
64,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,25,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
65,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,26,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
66,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,27,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
67,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,28,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
68,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,29,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
69,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,30,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
70,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,31,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
71,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,32,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
72,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,33,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
73,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,34,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
74,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,35,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
75,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,36,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
76,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,37,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
77,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,38,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
78,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,39,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
79,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,40,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
80,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,41,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
81,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,42,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
82,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,43,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
83,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,44,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
84,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,45,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
85,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,46,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
86,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,47,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
87,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,48,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
88,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,49,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
89,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,50,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
90,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,51,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
91,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,52,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
92,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,53,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
93,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,54,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
94,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,55,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
95,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,56,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
96,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,57,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
97,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,58,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
98,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,59,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
99,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,60,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
100,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,61,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
101,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,62,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
102,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,63,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
103,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,64,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
104,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,65,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
105,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,66,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
106,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,67,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
107,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,68,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
108,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,69,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
109,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,70,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
110,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,71,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
111,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,72,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
112,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,73,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
113,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,74,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
114,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,75,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
115,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,76,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
116,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,77,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
117,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,78,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
118,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,79,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
119,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,80,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
120,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,81,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
121,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,82,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
122,1,0.0,0,1,1,0.09090909090909091,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,83,1.0,43,0.0,0.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,4.0
